0,0,0,0,0,0,0,-7.856e-05,2.9665e-05,-0.00023557,-3.6416e-05,5.4335e-05,3.8772e-05,0.00015706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.00031424,0.00011866,-0.00094226,-0.00014567,0.00021734,0.00015509,0.00062823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.00070704,0.00026698,-0.0021201,-0.00032775,0.00048902,0.00034895,0.0014135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.001257,0.00047464,-0.003769,-0.00058266,0.00086937,0.00062036,0.0025129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.001964,0.00074162,-0.0058891,-0.0009104,0.0013584,0.00096931,0.0039265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.0028282,0.0010679,-0.0084804,-0.001311,0.0019561,0.0013958,0.0056541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.0038494,0.0014536,-0.011543,-0.0017844,0.0026624,0.0018998,0.0076959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.0050278,0.0018985,-0.015076,-0.0023306,0.0034775,0.0024814,0.010052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.0063633,0.0024029,-0.019081,-0.0029497,0.0044012,0.0031406,0.012722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.007856,0.0029665,-0.023557,-0.0036416,0.0054335,0.0038772,0.015706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.0095057,0.0035894,-0.028503,-0.0044063,0.0065746,0.0046914,0.019004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.011313,0.0042717,-0.033921,-0.0052439,0.0078243,0.0055832,0.022617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.013277,0.0050133,-0.039811,-0.0061543,0.0091827,0.0065525,0.026543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.015398,0.0058143,-0.046171,-0.0071376,0.01065,0.0075994,0.030783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.017676,0.0066746,-0.053002,-0.0081936,0.012226,0.0087238,0.035338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.020111,0.0075942,-0.060305,-0.0093225,0.01391,0.0099257,0.040207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.022704,0.0085731,-0.068078,-0.010524,0.015703,0.011205,0.04539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.025453,0.0096114,-0.076323,-0.011799,0.017605,0.012562,0.050887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.02836,0.010709,-0.085039,-0.013146,0.019615,0.013997,0.056698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.031424,0.011866,-0.094226,-0.014566,0.021734,0.015509,0.062824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.034645,0.013082,-0.10388,-0.01606,0.023962,0.017099,0.069263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.038023,0.014358,-0.11401,-0.017625,0.026298,0.018766,0.076016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.041558,0.015693,-0.12461,-0.019264,0.028743,0.020511,0.083084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.04525,0.017087,-0.13569,-0.020976,0.031297,0.022333,0.090466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.0491,0.018541,-0.14723,-0.02276,0.03396,0.024233,0.098162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.053106,0.020053,-0.15924,-0.024617,0.036731,0.02621,0.10617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.05727,0.021626,-0.17173,-0.026547,0.03961,0.028265,0.1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.061591,0.023257,-0.18468,-0.02855,0.042599,0.030398,0.12313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.066069,0.024948,-0.19811,-0.030626,0.045696,0.032607,0.13209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.070704,0.026698,-0.21201,-0.032774,0.048902,0.034895,0.14135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.075496,0.028508,-0.22638,-0.034996,0.052216,0.03726,0.15093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.080445,0.030377,-0.24122,-0.03729,0.055639,0.039703,0.16083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.085552,0.032305,-0.25653,-0.039657,0.059171,0.042223,0.17104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.090815,0.034292,-0.27231,-0.042097,0.062812,0.044821,0.18156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.096236,0.036339,-0.28857,-0.04461,0.066561,0.047496,0.1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.10181,0.038446,-0.30529,-0.047195,0.070419,0.050249,0.20355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.10755,0.040611,-0.32249,-0.049854,0.074385,0.053079,0.21501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.11344,0.042836,-0.34016,-0.052585,0.07846,0.055987,0.22679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.11949,0.04512,-0.35829,-0.055389,0.082644,0.058973,0.23889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.1257,0.047464,-0.3769,-0.058266,0.086937,0.062036,0.25129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.13206,0.049867,-0.39599,-0.061216,0.091338,0.065176,0.26402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.13858,0.052329,-0.41554,-0.064238,0.095848,0.068394,0.27705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.14526,0.05485,-0.43556,-0.067334,0.10047,0.07169,0.2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.15209,0.057431,-0.45605,-0.070502,0.10519,0.075063,0.30407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.15908,0.060071,-0.47702,-0.073743,0.11003,0.078514,0.31804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
