0.000414613,-0.00136067,-0.000737077,-3.0826e-08,-1.91828e-07,-3.60726e-05,4.92732e-08,-2.44133e-08,-6.27251e-06,-5.32225e-09,-6.14554e-07,2.38419e-08,-4.66632e-05,-4.65853e-05,-3.26641e-08,-6.26485e-06,2.70208e-08,-6.72549e-07,1.03315e-07,-4.66773e-05,-4.6582e-05,0,0,0,0,0,0,0,0,0,0
0.000829226,-0.00272133,-0.00147415,-6.1652e-08,-3.83655e-07,-7.21453e-05,9.85463e-08,-4.88266e-08,-1.2545e-05,-1.06445e-08,-1.22911e-06,4.76837e-08,-9.33263e-05,-9.31706e-05,-6.53282e-08,-1.25297e-05,5.40415e-08,-1.3451e-06,2.06629e-07,-9.33546e-05,-9.3164e-05,0,0,0,0,0,0,0,0,0,0
0.00124384,-0.004082,-0.00221123,-9.2478e-08,-5.75483e-07,-0.000108218,1.4782e-07,-7.32399e-08,-1.88175e-05,-1.59667e-08,-1.84366e-06,7.15256e-08,-0.000139989,-0.000139756,-9.79923e-08,-1.87945e-05,8.10623e-08,-2.01765e-06,3.09944e-07,-0.000140032,-0.000139746,0,0,0,0,0,0,0,0,0,0
0.00165845,-0.00544266,-0.00294831,-1.23304e-07,-7.6731e-07,-0.000144291,1.97093e-07,-9.76532e-08,-2.509e-05,-2.1289e-08,-2.45822e-06,9.53674e-08,-0.000186653,-0.000186341,-1.30656e-07,-2.50594e-05,1.08083e-07,-2.6902e-06,4.13259e-07,-0.000186709,-0.000186328,0,0,0,0,0,0,0,0,0,0
0.00207307,-0.00680333,-0.00368538,-1.5413e-07,-9.59138e-07,-0.000180363,2.46366e-07,-1.22067e-07,-3.13625e-05,-2.66112e-08,-3.07277e-06,1.19209e-07,-0.000233316,-0.000232927,-1.63321e-07,-3.13242e-05,1.35104e-07,-3.36274e-06,5.16574e-07,-0.000233387,-0.00023291,0,0,0,0,0,0,0,0,0,0
0.00248768,-0.008164,-0.00442246,-1.84956e-07,-1.15097e-06,-0.000216436,2.95639e-07,-1.4648e-07,-3.76351e-05,-3.19335e-08,-3.68733e-06,1.43051e-07,-0.000279979,-0.000279512,-1.95985e-07,-3.75891e-05,1.62125e-07,-4.03529e-06,6.19888e-07,-0.000280064,-0.000279492,0,0,0,0,0,0,0,0,0,0
0.00290229,-0.00952466,-0.00515954,-2.15782e-07,-1.34279e-06,-0.000252508,3.44912e-07,-1.70893e-07,-4.39076e-05,-3.72557e-08,-4.30188e-06,1.66893e-07,-0.000326642,-0.000326097,-2.28649e-07,-4.38539e-05,1.89145e-07,-4.70784e-06,7.23203e-07,-0.000326741,-0.000326074,0,0,0,0,0,0,0,0,0,0
0.0033169,-0.0108853,-0.00589661,-2.46608e-07,-1.53462e-06,-0.000288581,3.94185e-07,-1.95306e-07,-5.01801e-05,-4.2578e-08,-4.91643e-06,1.90735e-07,-0.000373305,-0.000372683,-2.61313e-07,-5.01188e-05,2.16166e-07,-5.38039e-06,8.26518e-07,-0.000373418,-0.000372656,0,0,0,0,0,0,0,0,0,0
0.00373152,-0.012246,-0.00663369,-2.77434e-07,-1.72645e-06,-0.000324654,4.43459e-07,-2.1972e-07,-5.64526e-05,-4.79002e-08,-5.53099e-06,2.14577e-07,-0.000419968,-0.000419268,-2.93977e-07,-5.63836e-05,2.43187e-07,-6.05294e-06,9.29832e-07,-0.000420096,-0.000419238,0,0,0,0,0,0,0,0,0,0
0.00414613,-0.0136067,-0.00737077,-3.0826e-07,-1.91828e-06,-0.000360726,4.92732e-07,-2.44133e-07,-6.27251e-05,-5.32225e-08,-6.14554e-06,2.38419e-07,-0.000466632,-0.000465853,-3.26641e-07,-6.26485e-05,2.70208e-07,-6.72549e-06,1.03315e-06,-0.000466773,-0.00046582,0,0,0,0,0,0,0,0,0,0
0.00456074,-0.0149673,-0.00810784,-3.39086e-07,-2.1101e-06,-0.000396799,5.42005e-07,-2.68546e-07,-6.89976e-05,-5.85447e-08,-6.7601e-06,2.6226e-07,-0.000513295,-0.000512438,-3.59305e-07,-6.89133e-05,2.97228e-07,-7.39804e-06,1.13646e-06,-0.00051345,-0.000512402,0,0,0,0,0,0,0,0,0,0
