0.00340751,0.00340751,0.00340751,0.00340751,0.00340751,0.00340751,0.00340751,0.00210925,0.000614116,5.00894e-26,-0.00116964,0.00340751,0.00340751,0.00340751,0.00135594,-0.00047625,7.55033e-26,-0.00083565,0.00340751,0.00340751,0.00340751,2.66667e-05,2.33333e-05,2.33333e-05,2e-05,2e-05,1.66667e-05,3.33333e-05,0,0,2.66667e-05,0,0,0
0.00681502,0.00681502,0.00681502,0.00681502,0.00681502,0.00681502,0.00681502,0.00421849,0.00122823,1.00179e-25,-0.00233929,0.00681502,0.00681502,0.00681502,0.00271188,-0.000952501,1.51007e-25,-0.0016713,0.00681502,0.00681502,0.00681502,5.33333e-05,4.66667e-05,4.66667e-05,4e-05,4e-05,3.33333e-05,6.66667e-05,0,0,5.33333e-05,0,0,0
0.0102225,0.0102225,0.0102225,0.0102225,0.0102225,0.0102225,0.0102225,0.00632774,0.00184235,1.50268e-25,-0.00350893,0.0102225,0.0102225,0.0102225,0.00406782,-0.00142875,2.2651e-25,-0.00250695,0.0102225,0.0102225,0.0102225,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,0.0001,0,0,8e-05,0,0,0
0.01363,0.01363,0.01363,0.01363,0.01363,0.01363,0.01363,0.00843699,0.00245646,2.00358e-25,-0.00467858,0.01363,0.01363,0.01363,0.00542376,-0.001905,3.02013e-25,-0.0033426,0.01363,0.01363,0.01363,0.000106667,9.33333e-05,9.33333e-05,8e-05,8e-05,6.66667e-05,0.000133333,0,0,0.000106667,0,0,0
0.0170375,0.0170375,0.0170375,0.0170375,0.0170375,0.0170375,0.0170375,0.0105462,0.00307058,2.50447e-25,-0.00584822,0.0170375,0.0170375,0.0170375,0.0067797,-0.00238125,3.77516e-25,-0.00417825,0.0170375,0.0170375,0.0170375,0.000133333,0.000116667,0.000116667,0.0001,0.0001,8.33333e-05,0.000166667,0,0,0.000133333,0,0,0
0.0204451,0.0204451,0.0204451,0.0204451,0.0204451,0.0204451,0.0204451,0.0126555,0.0036847,3.00536e-25,-0.00701787,0.0204451,0.0204451,0.0204451,0.00813564,-0.0028575,4.5302e-25,-0.0050139,0.0204451,0.0204451,0.0204451,0.00016,0.00014,0.00014,0.00012,0.00012,0.0001,0.0002,0,0,0.00016,0,0,0
0.0238526,0.0238526,0.0238526,0.0238526,0.0238526,0.0238526,0.0238526,0.0147647,0.00429881,3.50626e-25,-0.00818751,0.0238526,0.0238526,0.0238526,0.00949158,-0.00333375,5.28523e-25,-0.00584955,0.0238526,0.0238526,0.0238526,0.000186667,0.000163333,0.000163333,0.00014,0.00014,0.000116667,0.000233333,0,0,0.000186667,0,0,0
0.0272601,0.0272601,0.0272601,0.0272601,0.0272601,0.0272601,0.0272601,0.016874,0.00491293,4.00715e-25,-0.00935715,0.0272601,0.0272601,0.0272601,0.0108475,-0.00381,6.04026e-25,-0.0066852,0.0272601,0.0272601,0.0272601,0.000213333,0.000186667,0.000186667,0.00016,0.00016,0.000133333,0.000266667,0,0,0.000213333,0,0,0
0.0306676,0.0306676,0.0306676,0.0306676,0.0306676,0.0306676,0.0306676,0.0189832,0.00552704,4.50804e-25,-0.0105268,0.0306676,0.0306676,0.0306676,0.0122035,-0.00428625,6.79529e-25,-0.00752085,0.0306676,0.0306676,0.0306676,0.00024,0.00021,0.00021,0.00018,0.00018,0.00015,0.0003,0,0,0.00024,0,0,0
0.0340751,0.0340751,0.0340751,0.0340751,0.0340751,0.0340751,0.0340751,0.0210925,0.00614116,5.00894e-25,-0.0116964,0.0340751,0.0340751,0.0340751,0.0135594,-0.0047625,7.55033e-25,-0.0083565,0.0340751,0.0340751,0.0340751,0.000266667,0.000233333,0.000233333,0.0002,0.0002,0.000166667,0.000333333,0,0,0.000266667,0,0,0
