0.02,0,0.02,0,0,0,0,0,0,0.04,0
0.036,0,0.036,0,0,0,0,0,0,0.072,0
0.0488,0,0.0488,0,0,0,0,0,0,0.0976,0
0.05904,0,0.05904,0,0,0,0,0,0,0.11808,0
0.067232,0,0.067232,0,0,0,0,0,0,0.13446,0
0.073786,0,0.073786,0,0,0,0,0,0,0.14757,0
0.079028,0,0.079028,0,0,0,0,0,0,0.15806,0
0.083223,0,0.083223,0,0,0,0,0,0,0.16645,0
0.086578,0,0.086578,0,0,0,0,0,0,0.17316,0
0.089263,0,0.089263,0,0,0,0,0,0,0.17853,0
0.09141,0,0.09141,0,0,0,0,0,0,0.18282,0
0.093128,0,0.093128,0,0,0,0,0,0,0.18626,0
0.094502,0,0.094502,0,0,0,0,0,0,0.189,0
0.095602,0,0.095602,0,0,0,0,0,0,0.1912,0
0.096482,0,0.096482,0,0,0,0,0,0,0.19296,0
0.097185,0,0.097185,0,0,0,0,0,0,0.19437,0
0.097748,0,0.097748,0,0,0,0,0,0,0.1955,0
0.098199,0,0.098199,0,0,0,0,0,0,0.1964,0
0.098559,0,0.098559,0,0,0,0,0,0,0.19712,0
0.098847,0,0.098847,0,0,0,0,0,0,0.19769,0
0.079078,0,0.079078,0,0,0,0,0,0,0.15816,0
0.063262,0,0.063262,0,0,0,0,0,0,0.12652,0
0.05061,0,0.05061,0,0,0,0,0,0,0.10122,0
0.040488,0,0.040488,0,0,0,0,0,0,0.080976,0
0.03239,0,0.03239,0,0,0,0,0,0,0.06478,0
0.025912,0,0.025912,0,0,0,0,0,0,0.051824,0
0.02073,0,0.02073,0,0,0,0,0,0,0.041459,0
0.016584,0,0.016584,0,0,0,0,0,0,0.033168,0
0.013267,0,0.013267,0,0,0,0,0,0,0.026534,0
0.010614,0,0.010614,0,0,0,0,0,0,0.021227,0
0.0084909,0,0.0084909,0,0,0,0,0,0,0.016982,0
0.0067927,0,0.0067927,0,0,0,0,0,0,0.013585,0
0.0054342,0,0.0054342,0,0,0,0,0,0,0.010868,0
0.0043473,0,0.0043473,0,0,0,0,0,0,0.0086947,0
0.0034779,0,0.0034779,0,0,0,0,0,0,0.0069557,0
0.0027823,0,0.0027823,0,0,0,0,0,0,0.0055646,0
0.0022258,0,0.0022258,0,0,0,0,0,0,0.0044517,0
0.0017807,0,0.0017807,0,0,0,0,0,0,0.0035613,0
0.0014245,0,0.0014245,0,0,0,0,0,0,0.0028491,0
0.0011396,0,0.0011396,0,0,0,0,0,0,0.0022793,0
-0.019088,0,-0.019088,0,0,0,0,0,0,-0.038177,0
-0.035271,0,-0.035271,0,0,0,0,0,0,-0.070541,0
-0.048217,0,-0.048217,0,0,0,0,0,0,-0.096433,0
-0.058573,0,-0.058573,0,0,0,0,0,0,-0.11715,0
-0.066859,0,-0.066859,0,0,0,0,0,0,-0.13372,0
-0.073487,0,-0.073487,0,0,0,0,0,0,-0.14697,0
-0.078789,0,-0.078789,0,0,0,0,0,0,-0.15758,0
-0.083032,0,-0.083032,0,0,0,0,0,0,-0.16606,0
-0.086425,0,-0.086425,0,0,0,0,0,0,-0.17285,0
-0.08914,0,-0.08914,0,0,0,0,0,0,-0.17828,0
-0.091312,0,-0.091312,0,0,0,0,0,0,-0.18262,0
-0.09305,0,-0.09305,0,0,0,0,0,0,-0.1861,0
-0.09444,0,-0.09444,0,0,0,0,0,0,-0.18888,0
-0.095552,0,-0.095552,0,0,0,0,0,0,-0.1911,0
-0.096441,0,-0.096441,0,0,0,0,0,0,-0.19288,0
-0.097153,0,-0.097153,0,0,0,0,0,0,-0.19431,0
-0.097723,0,-0.097723,0,0,0,0,0,0,-0.19545,0
-0.098178,0,-0.098178,0,0,0,0,0,0,-0.19636,0
-0.098542,0,-0.098542,0,0,0,0,0,0,-0.19708,0
-0.098834,0,-0.098834,0,0,0,0,0,0,-0.19767,0
-0.079067,0,-0.079067,0,0,0,0,0,0,-0.15813,0
-0.063254,0,-0.063254,0,0,0,0,0,0,-0.12651,0
-0.050603,0,-0.050603,0,0,0,0,0,0,-0.10121,0
-0.040482,0,-0.040482,0,0,0,0,0,0,-0.080965,0
-0.032386,0,-0.032386,0,0,0,0,0,0,-0.064772,0
-0.025909,0,-0.025909,0,0,0,0,0,0,-0.051817,0
-0.020727,0,-0.020727,0,0,0,0,0,0,-0.041454,0
-0.016582,0,-0.016582,0,0,0,0,0,0,-0.033163,0
-0.013265,0,-0.013265,0,0,0,0,0,0,-0.026531,0
-0.010612,0,-0.010612,0,0,0,0,0,0,-0.021224,0
-0.0084898,0,-0.0084898,0,0,0,0,0,0,-0.01698,0
-0.0067918,0,-0.0067918,0,0,0,0,0,0,-0.013584,0
-0.0054335,0,-0.0054335,0,0,0,0,0,0,-0.010867,0
-0.0043468,0,-0.0043468,0,0,0,0,0,0,-0.0086935,0
-0.0034774,0,-0.0034774,0,0,0,0,0,0,-0.0069548,0
-0.0027819,0,-0.0027819,0,0,0,0,0,0,-0.0055639,0
-0.0022255,0,-0.0022255,0,0,0,0,0,0,-0.0044511,0
-0.0017804,0,-0.0017804,0,0,0,0,0,0,-0.0035609,0
-0.0014243,0,-0.0014243,0,0,0,0,0,0,-0.0028487,0
-0.0011395,0,-0.0011395,0,0,0,0,0,0,-0.002279,0
0,0,0,0.039088,0,0,0,0,0.038177,0,0
0,0,0,0.071271,0,0,0,0,0.070541,0,0
0,0,0,0.097017,0,0,0,0,0.096433,0,0
0,0,0,0.11761,0,0,0,0,0.11715,0,0
0,0,0,0.13409,0,0,0,0,0.13372,0,0
0,0,0,0.14727,0,0,0,0,0.14697,0,0
0,0,0,0.15782,0,0,0,0,0.15758,0,0
0,0,0,0.16625,0,0,0,0,0.16606,0,0
0,0,0,0.173,0,0,0,0,0.17285,0,0
0,0,0,0.1784,0,0,0,0,0.17828,0,0
0,0,0,0.18272,0,0,0,0,0.18262,0,0
0,0,0,0.18618,0,0,0,0,0.1861,0,0
0,0,0,0.18894,0,0,0,0,0.18888,0,0
0,0,0,0.19115,0,0,0,0,0.1911,0,0
0,0,0,0.19292,0,0,0,0,0.19288,0,0
0,0,0,0.19434,0,0,0,0,0.19431,0,0
0,0,0,0.19547,0,0,0,0,0.19545,0,0
0,0,0,0.19638,0,0,0,0,0.19636,0,0
0,0,0,0.1971,0,0,0,0,0.19708,0,0
0,0,0,0.19768,0,0,0,0,0.19767,0,0
0,0,0,0.15814,0,0,0,0,0.15813,0,0
0,0,0,0.12652,0,0,0,0,0.12651,0,0
0,0,0,0.10121,0,0,0,0,0.10121,0,0
0,0,0,0.08097,0,0,0,0,0.080965,0,0
0,0,0,0.064776,0,0,0,0,0.064772,0,0
0,0,0,0.051821,0,0,0,0,0.051817,0,0
0,0,0,0.041457,0,0,0,0,0.041454,0,0
0,0,0,0.033165,0,0,0,0,0.033163,0,0
0,0,0,0.026532,0,0,0,0,0.026531,0,0
0,0,0,0.021226,0,0,0,0,0.021224,0,0
0,0,0,0.016981,0,0,0,0,0.01698,0,0
0,0,0,0.013585,0,0,0,0,0.013584,0,0
0,0,0,0.010868,0,0,0,0,0.010867,0,0
0,0,0,0.0086941,0,0,0,0,0.0086935,0,0
0,0,0,0.0069553,0,0,0,0,0.0069548,0,0
0,0,0,0.0055642,0,0,0,0,0.0055639,0,0
0,0,0,0.0044514,0,0,0,0,0.0044511,0,0
0,0,0,0.0035611,0,0,0,0,0.0035609,0,0
0,0,0,0.0028489,0,0,0,0,0.0028487,0,0
0,0,0,0.0022791,0,0,0,0,0.002279,0,0
0,0,0,-0.038177,0,0,0,0,-0.038177,0,0
0,0,0,-0.070541,0,0,0,0,-0.070541,0,0
0,0,0,-0.096433,0,0,0,0,-0.096433,0,0
0,0,0,-0.11715,0,0,0,0,-0.11715,0,0
0,0,0,-0.13372,0,0,0,0,-0.13372,0,0
0,0,0,-0.14697,0,0,0,0,-0.14697,0,0
0,0,0,-0.15758,0,0,0,0,-0.15758,0,0
